episode,query_idx,key,value,pred,correct,rank
14,2,53,59,24,0,2
14,3,58,45,45,1,1
14,4,36,47,24,0,4
14,5,30,24,7,0,2
14,6,11,21,7,0,3
14,7,7,19,19,1,1
15,0,4,2,5,0,12
15,1,25,42,5,0,4
15,2,3,1,5,0,6
15,3,40,10,23,0,5
15,4,23,5,5,1,1
15,5,5,23,19,0,4
15,6,19,7,7,1,1
15,7,58,61,61,1,1
16,0,37,13,24,0,10
16,1,23,38,24,0,12
16,2,26,60,24,0,7
16,3,6,10,24,0,11
16,4,20,7,24,0,4
16,5,8,24,35,0,2
16,6,15,35,35,1,1
16,7,53,12,12,1,1
17,0,10,5,42,0,12
17,1,7,42,42,1,1
17,2,16,25,17,0,6
17,3,42,17,44,0,2
17,4,54,62,61,0,6
17,5,44,24,14,0,4
17,6,31,14,61,0,2
17,7,61,52,52,1,1
18,0,63,35,53,0,3
18,1,47,53,44,0,2
18,2,49,37,44,0,9
18,3,44,63,6,0,9
18,4,58,4,53,0,4
18,5,23,6,10,0,3
18,6,53,2,10,0,2
18,7,10,17,17,1,1
19,0,49,5,53,0,16
19,1,53,3,59,0,9
19,2,32,26,54,0,4
19,3,10,18,47,0,8
19,4,62,63,47,0,4
19,5,30,35,47,0,4
19,6,7,59,47,0,2
19,7,47,54,54,1,1
20,0,37,3,15,0,12
20,1,1,0,15,0,6
20,2,17,50,15,0,10
20,3,36,16,16,1,1
20,4,9,13,59,0,3
20,5,29,18,22,0,5
20,6,22,15,59,0,2
20,7,32,59,59,1,1
21,0,2,39,19,0,9
21,1,43,19,19,1,1
21,2,52,13,7,0,3
21,3,17,36,7,0,6
21,4,19,7,7,1,1
21,5,31,53,12,0,5
21,6,21,7,7,1,1
21,7,60,12,12,1,1
22,0,22,5,25,0,9
22,1,30,12,10,0,13
22,2,25,22,10,0,5
22,3,6,25,10,0,8
22,4,21,50,10,0,6
22,5,28,10,10,1,1
22,6,10,62,9,0,3
22,7,9,36,36,1,1
23,0,31,34,52,0,9
23,1,23,3,52,0,16
23,2,43,45,37,0,11
23,3,9,1,1,1,1
23,4,56,6,8,0,7
23,5,52,37,8,0,3
23,6,38,15,41,0,3
23,7,8,41,41,1,1
24,0,23,33,21,0,4
24,1,38,39,21,0,7
24,2,10,48,32,0,4
24,3,54,32,55,0,2
24,4,26,12,55,0,2
24,5,19,61,55,0,4
24,6,21,59,59,1,1
24,7,43,55,55,1,1
25,0,33,12,12,1,1
25,1,16,13,53,0,13
25,2,31,44,53,0,3
25,3,55,53,53,1,1
25,4,12,10,21,0,3
25,5,26,7,40,0,2
25,6,21,3,37,0,4
25,7,37,40,40,1,1
26,0,30,63,63,1,1
26,1,39,0,55,0,17
26,2,63,62,55,0,19
26,3,38,32,55,0,3
26,4,14,2,55,0,5
26,5,45,22,55,0,2
26,6,5,55,55,1,1
26,7,28,55,55,1,1
27,0,31,43,8,0,17
27,1,45,23,8,0,12
27,2,58,41,8,0,2
27,3,41,55,8,0,19
27,4,24,36,8,0,2
27,5,21,8,8,1,1
27,6,49,8,8,1,1
27,7,8,38,38,1,1
28,0,15,14,58,0,6
28,1,17,10,58,0,2
28,2,20,13,58,0,11
28,3,9,6,58,0,8
28,4,45,28,24,0,4
28,5,58,15,15,1,1
28,6,53,0,32,0,2
28,7,32,24,24,1,1
29,0,41,10,11,0,11
29,1,56,9,26,0,6
29,2,19,1,26,0,9
29,3,33,53,53,1,1
29,4,43,26,26,1,1
29,5,11,22,42,0,2
29,6,25,23,42,0,2
29,7,42,63,63,1,1
30,0,32,31,6,0,12
30,1,23,6,58,0,2
30,2,35,27,58,0,3
30,3,57,3,58,0,7
30,4,58,43,29,0,3
30,5,6,29,29,1,1
30,6,55,58,48,0,2
30,7,48,4,4,1,1
31,0,15,23,16,0,14
31,1,47,33,16,0,11
31,2,60,16,16,1,1
31,3,45,12,52,0,2
31,4,55,1,52,0,8
31,5,16,56,52,0,5
31,6,49,52,19,0,2
31,7,37,19,19,1,1
32,0,37,16,49,0,16
32,1,53,60,49,0,5
32,2,20,57,49,0,7
32,3,12,20,15,0,9
32,4,36,49,15,0,4
32,5,15,59,59,1,1
32,6,40,47,2,0,2
32,7,55,2,2,1,1
33,0,4,46,53,0,6
33,1,63,2,53,0,12
33,2,13,14,53,0,6
33,3,3,40,53,0,5
33,4,1,24,53,0,2
33,5,57,53,53,1,1
33,6,43,62,31,0,2
33,7,31,21,21,1,1
34,0,29,0,26,0,18
34,1,17,31,26,0,5
34,2,21,26,26,1,1
34,3,26,45,7,0,9
34,4,16,1,7,0,5
34,5,3,55,34,0,4
34,6,34,63,7,0,2
34,7,7,18,18,1,1
35,0,8,16,16,1,1
35,1,16,13,50,0,14
35,2,17,62,50,0,4
35,3,44,52,50,0,2
35,4,11,24,63,0,10
35,5,56,46,50,0,3
35,6,50,30,63,0,6
35,7,39,63,63,1,1
36,0,63,20,20,1,1
36,1,61,48,29,0,6
36,2,20,60,29,0,7
36,3,11,37,29,0,6
36,4,40,20,29,0,3
36,5,14,34,29,0,4
36,6,27,38,29,0,3
36,7,44,29,29,1,1
37,0,49,53,51,0,4
37,1,14,40,40,1,1
37,2,22,57,29,0,4
37,3,26,7,40,0,6
37,4,47,51,51,1,1
37,5,36,29,4,0,3
37,6,40,11,11,1,1
37,7,4,21,21,1,1
38,0,60,14,29,0,5
38,1,9,3,29,0,10
38,2,38,27,29,0,2
38,3,54,23,29,0,13
38,4,52,4,29,0,4
38,5,18,7,29,0,3
38,6,58,29,29,1,1
38,7,32,29,29,1,1
39,0,1,7,44,0,14
39,1,2,63,44,0,2
39,2,36,44,44,1,1
39,3,32,8,16,0,5
39,4,16,41,29,0,5
39,5,26,47,29,0,6
39,6,29,59,52,0,4
39,7,61,52,52,1,1
40,0,23,55,20,0,13
40,1,51,38,20,0,13
40,2,25,8,20,0,6
40,3,26,23,20,0,5
40,4,41,20,20,1,1
40,5,49,21,35,0,3
40,6,35,51,24,0,3
40,7,17,24,24,1,1
41,0,7,58,40,0,10
41,1,27,33,7,0,10
41,2,15,7,7,1,1
41,3,40,11,24,0,3
41,4,4,59,24,0,2
41,5,24,7,7,1,1
41,6,35,42,29,0,2
41,7,43,29,29,1,1
42,0,57,35,0,0,4
42,1,48,49,0,0,8
42,2,0,53,32,0,12
42,3,36,40,0,0,4
42,4,59,23,0,0,5
42,5,32,0,0,1,1
42,6,28,58,58,1,1
42,7,5,17,17,1,1
43,0,29,55,45,0,10
43,1,23,53,45,0,2
43,2,31,36,48,0,3
43,3,57,20,48,0,8
43,4,32,48,7,0,2
43,5,45,4,7,0,2
43,6,38,49,7,0,2
43,7,7,5,5,1,1
44,0,49,62,41,0,31
44,1,29,26,41,0,11
44,2,14,41,23,0,4
44,3,32,27,27,1,1
44,4,31,17,49,0,3
44,5,11,9,49,0,4
44,6,23,49,49,1,1
44,7,48,1,1,1,1
45,0,54,1,4,0,14
45,1,7,36,4,0,9
45,2,18,3,62,0,4
45,3,12,53,62,0,6
45,4,43,33,62,0,7
45,5,49,16,62,0,3
45,6,6,0,0,1,1
45,7,62,4,4,1,1
46,0,51,3,15,0,3
46,1,5,62,15,0,5
46,2,59,63,4,0,25
46,3,33,4,49,0,2
46,4,20,42,49,0,6
46,5,23,24,15,0,2
46,6,14,49,15,0,2
46,7,32,15,15,1,1
47,0,0,18,18,1,1
47,1,56,39,18,0,13
47,2,43,13,12,0,3
47,3,18,16,12,0,9
47,4,45,30,36,0,7
47,5,12,8,4,0,7
47,6,27,36,36,1,1
47,7,4,24,24,1,1
48,0,48,0,46,0,15
48,1,2,54,53,0,6
48,2,53,39,27,0,9
48,3,52,45,47,0,2
48,4,50,37,47,0,5
48,5,47,27,56,0,2
48,6,60,46,56,0,2
48,7,21,56,56,1,1
49,0,59,21,63,0,10
49,1,58,62,61,0,9
49,2,2,48,22,0,7
49,3,63,57,55,0,2
49,4,27,44,55,0,6
49,5,22,61,28,0,4
49,6,28,55,7,0,2
49,7,37,7,7,1,1
50,0,1,60,29,0,5
50,1,26,60,29,0,15
50,2,11,19,29,0,8
50,3,29,52,59,0,4
50,4,47,59,59,1,1
50,5,7,15,15,1,1
50,6,16,29,36,0,3
50,7,36,48,48,1,1
51,0,37,51,58,0,12
51,1,58,52,28,0,4
51,2,28,25,58,0,2
51,3,10,29,30,0,8
51,4,22,0,32,0,4
51,5,30,48,32,0,3
51,6,31,58,32,0,3
51,7,19,32,32,1,1
52,0,9,22,43,0,15
52,1,31,14,43,0,10
52,2,5,38,43,0,13
52,3,8,18,43,0,3
52,4,0,43,43,1,1
52,5,61,2,43,0,3
52,6,7,43,43,1,1
52,7,54,45,45,1,1
53,0,43,8,58,0,3
53,1,51,4,45,0,6
53,2,35,37,58,0,10
53,3,47,7,58,0,4
53,4,58,44,9,0,4
53,5,45,50,52,0,3
53,6,9,52,52,1,1
53,7,39,5,5,1,1
54,0,3,63,63,1,1
54,1,45,53,63,0,2
54,2,21,63,63,1,1
54,3,52,3,63,0,4
54,4,32,58,7,0,7
54,5,63,7,40,0,3
54,6,40,57,57,1,1
54,7,53,35,35,1,1
55,0,59,2,23,0,6
55,1,53,7,36,0,9
55,2,10,36,36,1,1
55,3,12,22,9,0,4
55,4,23,36,42,0,9
55,5,34,9,9,1,1
55,6,42,23,23,1,1
55,7,55,36,53,0,8
56,0,22,1,54,0,2
56,1,1,59,2,0,19
56,2,33,54,4,0,10
56,3,49,2,4,0,6
56,4,29,53,53,1,1
56,5,12,63,4,0,5
56,6,61,39,4,0,2
56,7,4,28,28,1,1
57,0,42,3,19,0,2
57,1,49,29,19,0,8
57,2,45,19,19,1,1
57,3,58,19,3,0,2
57,4,54,24,3,0,2
57,5,51,3,3,1,1
57,6,18,25,3,0,2
57,7,19,43,3,0,2
58,0,51,5,17,0,19
58,1,17,19,44,0,11
58,2,55,17,44,0,2
58,3,39,45,44,0,9
58,4,2,46,44,0,13
58,5,49,9,44,0,5
58,6,35,41,44,0,3
58,7,31,44,44,1,1
59,0,26,61,3,0,5
59,1,49,43,3,0,5
59,2,59,32,32,1,1
59,3,2,21,42,0,9
59,4,3,52,63,0,3
59,5,5,42,63,0,3
59,6,37,38,63,0,2
59,7,30,63,63,1,1
60,0,43,6,12,0,6
60,1,22,46,12,0,2
60,2,54,12,12,1,1
60,3,8,33,57,0,8
60,4,15,11,57,0,6
60,5,57,12,58,0,2
60,6,49,56,46,0,3
60,7,58,46,46,1,1
61,0,41,44,22,0,11
61,1,36,22,22,1,1
61,2,39,7,21,0,5
61,3,38,45,42,0,6
61,4,35,51,21,0,7
61,5,42,52,52,1,1
61,6,60,38,21,0,2
61,7,21,5,38,0,3
62,0,8,41,52,0,13
62,1,59,62,52,0,6
62,2,16,2,52,0,7
62,3,12,11,52,0,8
62,4,63,18,57,0,5
62,5,57,31,52,0,3
62,6,56,12,19,0,3
62,7,52,19,19,1,1
63,0,38,39,48,0,3
63,1,52,48,48,1,1
63,2,1,18,28,0,10
63,3,37,48,28,0,7
63,4,42,12,28,0,4
63,5,9,32,28,0,4
63,6,28,58,4,0,2
63,7,43,4,4,1,1
64,0,35,2,60,0,23
64,1,25,40,62,0,17
64,2,60,57,62,0,4
64,3,28,62,62,1,1
64,4,61,60,60,1,1
64,5,43,60,62,0,5
64,6,31,62,62,1,1
64,7,19,30,30,1,1
65,0,3,12,32,0,2
65,1,62,35,32,0,10
65,2,16,2,32,0,8
65,3,56,40,41,0,6
65,4,32,60,41,0,5
65,5,58,43,41,0,4
65,6,1,41,61,0,2
65,7,61,23,23,1,1
66,0,28,61,53,0,6
66,1,6,8,53,0,4
66,2,29,53,53,1,1
66,3,50,36,53,0,3
66,4,9,1,53,0,4
66,5,34,52,8,0,5
66,6,12,32,8,0,2
66,7,8,53,53,1,1
67,0,13,46,51,0,4
67,1,30,41,51,0,5
67,2,42,21,51,0,4
67,3,14,51,44,0,2
67,4,7,27,44,0,5
67,5,10,13,31,0,2
67,6,43,31,31,1,1
67,7,5,44,44,1,1
68,0,13,32,52,0,3
68,1,34,18,52,0,9
68,2,60,52,39,0,2
68,3,39,7,62,0,2
68,4,32,3,62,0,7
68,5,62,48,52,0,4
68,6,10,39,52,0,2
68,7,9,52,52,1,1
69,0,11,19,16,0,2
69,1,40,28,16,0,18
69,2,25,37,16,0,2
69,3,59,49,16,0,6
69,4,58,1,16,0,5
69,5,16,19,19,1,1
69,6,13,62,42,0,2
69,7,56,42,42,1,1
70,0,22,56,6,0,5
70,1,44,58,6,0,3
70,2,48,61,6,0,5
70,3,59,60,6,0,5
70,4,0,6,6,1,1
70,5,13,30,27,0,4
70,6,27,10,45,0,3
70,7,6,45,45,1,1
71,0,62,54,28,0,2
71,1,48,28,28,1,1
71,2,11,46,34,0,7
71,3,26,48,48,1,1
71,4,16,40,34,0,3
71,5,14,34,24,0,4
71,6,24,22,22,1,1
71,7,38,13,13,1,1
72,0,31,45,49,0,2
72,1,3,2,49,0,10
72,2,15,49,17,0,2
72,3,58,17,17,1,1
72,4,45,50,36,0,4
72,5,23,19,19,1,1
72,6,60,1,36,0,2
72,7,8,36,36,1,1
73,0,16,62,32,0,6
73,1,63,32,32,1,1
73,2,8,35,35,1,1
73,3,39,52,31,0,3
73,4,47,1,31,0,2
73,5,44,31,31,1,1
73,6,32,57,57,1,1
73,7,45,21,21,1,1
74,0,30,29,47,0,5
74,1,53,5,47,0,14
74,2,8,59,47,0,2
74,3,35,44,47,0,5
74,4,34,47,47,1,1
74,5,18,16,54,0,9
74,6,60,28,40,0,2
74,7,54,40,40,1,1
75,0,12,60,55,0,12
75,1,61,12,55,0,11
75,2,17,44,55,0,5
75,3,19,55,55,1,1
75,4,51,32,36,0,6
75,5,42,37,36,0,3
75,6,55,36,36,1,1
75,7,4,36,55,0,7
76,0,19,27,58,0,2
76,1,16,25,58,0,3
76,2,58,3,0,0,2
76,3,61,58,0,0,4
76,4,12,32,0,0,11
76,5,50,4,0,0,2
76,6,0,51,51,1,1
76,7,18,27,3,0,11
77,0,9,13,26,0,17
77,1,18,33,26,0,5
77,2,26,40,15,0,4
77,3,20,37,15,0,8
77,4,52,59,15,0,3
77,5,15,26,26,1,1
77,6,42,24,29,0,2
77,7,29,60,60,1,1
78,0,30,17,58,0,4
78,1,58,25,62,0,5
78,2,26,17,62,0,12
78,3,57,62,62,1,1
78,4,54,0,58,0,3
78,5,16,58,20,0,2
78,6,60,46,6,0,3
78,7,6,20,20,1,1
79,0,54,44,51,0,3
79,1,2,42,51,0,8
79,2,58,54,51,0,2
79,3,27,30,51,0,6
79,4,51,63,63,1,1
79,5,37,2,14,0,7
79,6,21,48,14,0,6
79,7,60,14,14,1,1
80,0,25,44,44,1,1
80,1,45,5,21,0,10
80,2,17,52,21,0,3
80,3,60,36,21,0,7
80,4,62,41,21,0,5
80,5,44,21,21,1,1
80,6,61,58,29,0,2
80,7,29,21,21,1,1
81,0,46,40,47,0,14
81,1,23,35,31,0,8
81,2,16,24,17,0,14
81,3,20,47,31,0,5
81,4,5,1,41,0,5
81,5,62,31,45,0,3
81,6,17,39,45,0,3
81,7,41,45,45,1,1
82,0,21,54,37,0,8
82,1,49,16,37,0,6
82,2,4,37,37,1,1
82,3,43,58,58,1,1
82,4,41,52,52,1,1
82,5,37,24,55,0,4
82,6,56,39,25,0,3
82,7,55,25,25,1,1
83,0,26,52,43,0,6
83,1,59,60,43,0,10
83,2,41,36,11,0,3
83,3,57,14,11,0,2
83,4,63,43,11,0,2
83,5,34,0,11,0,2
83,6,11,7,7,1,1
83,7,18,43,43,1,1
84,0,55,35,34,0,3
84,1,63,24,34,0,6
84,2,34,43,53,0,5
84,3,40,53,31,0,3
84,4,15,34,31,0,4
84,5,9,55,7,0,4
84,6,31,6,7,0,3
84,7,7,8,8,1,1
85,0,54,16,50,0,13
85,1,5,27,27,1,1
85,2,22,51,50,0,4
85,3,36,50,50,1,1
85,4,50,6,0,0,2
85,5,10,0,0,1,1
85,6,30,23,56,0,3
85,7,62,56,56,1,1
86,0,25,33,4,0,7
86,1,14,55,4,0,7
86,2,36,4,4,1,1
86,3,30,39,44,0,4
86,4,46,60,44,0,3
86,5,38,36,23,0,11
86,6,44,50,23,0,2
86,7,23,37,37,1,1
87,0,13,24,47,0,2
87,1,59,26,62,0,11
87,2,16,49,20,0,5
87,3,23,43,24,0,8
87,4,52,62,62,1,1
87,5,36,47,24,0,2
87,6,24,61,20,0,3
87,7,20,44,44,1,1
88,0,31,13,17,0,5
88,1,17,34,9,0,16
88,2,63,40,49,0,8
88,3,0,1,35,0,5
88,4,35,49,49,1,1
88,5,50,39,9,0,3
88,6,14,2,59,0,2
88,7,9,59,59,1,1
89,0,35,57,21,0,11
89,1,62,46,21,0,5
89,2,58,35,35,1,1
89,3,38,8,21,0,49
89,4,28,21,10,0,3
89,5,48,22,4,0,3
89,6,55,4,17,0,2
89,7,17,10,10,1,1
90,0,4,1,53,0,6
90,1,38,17,17,1,1
90,2,17,53,53,1,1
90,3,63,5,44,0,7
90,4,44,35,53,0,5
90,5,14,8,45,0,10
90,6,3,53,45,0,2
90,7,45,55,5,0,3
91,0,62,24,32,0,15
91,1,0,32,32,1,1
91,2,8,19,19,1,1
91,3,56,30,15,0,5
91,4,5,19,15,0,7
91,5,53,15,15,1,1
91,6,31,41,41,1,1
91,7,27,59,59,1,1
92,0,36,42,53,0,4
92,1,53,54,16,0,7
92,2,45,3,16,0,3
92,3,63,13,16,0,2
92,4,26,35,55,0,4
92,5,13,16,2,0,2
92,6,48,2,55,0,2
92,7,21,55,55,1,1
93,0,14,23,45,0,3
93,1,29,49,45,0,12
93,2,63,45,57,0,2
93,3,39,33,57,0,3
93,4,1,14,57,0,2
93,5,50,57,57,1,1
93,6,0,40,40,1,1
93,7,45,13,13,1,1
94,0,11,21,35,0,5
94,1,62,31,35,0,11
94,2,46,14,35,0,12
94,3,15,6,35,0,5
94,4,37,52,52,1,1
94,5,2,50,19,0,4
94,6,4,12,19,0,3
94,7,19,35,35,1,1
95,0,10,54,8,0,14
95,1,46,39,8,0,3
95,2,20,25,61,0,8
95,3,61,57,53,0,6
95,4,4,61,53,0,6
95,5,37,8,53,0,5
95,6,43,52,7,0,3
95,7,7,53,53,1,1
96,0,44,15,10,0,2
96,1,35,2,10,0,7
96,2,29,44,10,0,3
96,3,31,60,10,0,5
96,4,1,10,10,1,1
96,5,36,63,21,0,5
96,6,28,10,10,1,1
96,7,61,21,21,1,1
97,0,7,45,33,0,20
97,1,10,35,33,0,11
97,2,42,59,33,0,6
97,3,29,33,33,1,1
97,4,17,31,31,1,1
97,5,49,34,34,1,1
97,6,2,14,62,0,2
97,7,62,18,18,1,1
98,0,45,33,60,0,4
98,1,14,49,60,0,18
98,2,13,33,52,0,5
98,3,42,31,52,0,5
98,4,50,52,60,0,3
98,5,12,63,36,0,5
98,6,36,32,1,0,2
98,7,1,60,60,1,1
99,0,29,35,35,1,1
99,1,27,15,46,0,4
99,2,46,13,47,0,13
99,3,47,18,5,0,7
99,4,28,36,20,0,2
99,5,5,35,20,0,2
99,6,20,46,61,0,3
99,7,61,40,40,1,1
100,0,10,36,38,0,4
100,1,0,33,25,0,5
100,2,32,25,38,0,2
100,3,45,38,38,1,1
100,4,11,38,38,1,1
100,5,29,58,25,0,5
100,6,50,47,25,0,4
100,7,25,22,38,0,2
101,0,30,32,8,0,6
101,1,29,6,8,0,3
101,2,41,61,8,0,31
101,3,13,8,8,1,1
101,4,38,30,30,1,1
101,5,9,60,20,0,7
101,6,48,58,24,0,2
101,7,20,24,24,1,1
102,0,2,0,58,0,6
102,1,20,58,58,1,1
102,2,6,3,10,0,11
102,3,45,10,36,0,2
102,4,11,24,51,0,4
102,5,13,51,51,1,1
102,6,37,18,36,0,2
102,7,58,36,36,1,1
103,0,22,0,0,1,1
103,1,46,8,35,0,2
103,2,30,61,35,0,8
103,3,31,7,35,0,2
103,4,42,35,35,1,1
103,5,39,35,0,0,4
103,6,7,38,0,0,4
103,7,0,62,62,1,1
104,0,62,1,50,0,13
104,1,44,18,50,0,3
104,2,19,7,61,0,6
104,3,14,8,50,0,8
104,4,61,63,50,0,5
104,5,11,28,50,0,2
104,6,25,50,40,0,2
104,7,40,30,30,1,1
105,0,52,4,32,0,10
105,1,15,45,32,0,6
105,2,24,56,32,0,6
105,3,28,0,41,0,7
105,4,7,32,41,0,2
105,5,41,60,60,1,1
105,6,6,1,1,1,1
105,7,13,63,63,1,1
106,0,52,31,31,1,1
106,1,13,45,25,0,6
106,2,11,0,25,0,3
106,3,42,33,25,0,3
106,4,17,25,25,1,1
106,5,31,38,26,0,6
106,6,25,41,26,0,3
106,7,15,26,26,1,1
107,0,5,39,49,0,13
107,1,41,1,49,0,12
107,2,23,49,49,1,1
107,3,61,3,9,0,8
107,4,36,13,17,0,7
107,5,9,17,17,1,1
107,6,50,57,57,1,1
107,7,49,44,44,1,1
108,0,21,35,34,0,11
108,1,3,34,34,1,1
108,2,37,4,16,0,6
108,3,6,10,16,0,6
108,4,33,28,16,0,2
108,5,12,16,16,1,1
108,6,20,29,0,0,3
108,7,51,0,0,1,1
109,0,34,25,24,0,3
109,1,27,11,24,0,6
109,2,37,55,24,0,2
109,3,24,55,42,0,12
109,4,38,24,42,0,6
109,5,46,3,42,0,5
109,6,7,54,42,0,3
109,7,23,42,42,1,1
110,0,36,51,50,0,19
110,1,59,40,4,0,5
110,2,50,6,45,0,3
110,3,32,46,45,0,7
110,4,12,45,45,1,1
110,5,4,25,25,1,1
110,6,5,10,10,1,1
110,7,9,50,50,1,1
111,0,53,28,2,0,18
111,1,12,46,2,0,9
111,2,61,54,2,0,3
111,3,25,50,2,0,6
111,4,20,8,2,0,8
111,5,33,47,44,0,5
111,6,3,55,44,0,2
111,7,2,44,44,1,1
112,0,46,4,62,0,4
112,1,62,3,58,0,7
112,2,58,38,15,0,5
112,3,38,22,15,0,9
112,4,29,15,62,0,2
112,5,52,41,41,1,1
112,6,40,62,62,1,1
112,7,10,8,38,0,2
113,0,61,1,1,1,1
113,1,54,56,10,0,11
113,2,14,19,10,0,6
113,3,6,0,10,0,13
113,4,32,10,10,1,1
113,5,43,15,58,0,2
113,6,58,55,55,1,1
113,7,37,29,29,1,1
114,0,17,0,28,0,9
114,1,3,28,63,0,2
114,2,50,10,45,0,3
114,3,21,42,8,0,5
114,4,63,8,45,0,3
114,5,32,26,45,0,2
114,6,45,37,37,1,1
114,7,39,14,14,1,1
115,0,30,12,51,0,19
115,1,15,28,28,1,1
115,2,3,32,51,0,5
115,3,35,51,51,1,1
115,4,33,58,58,1,1
115,5,28,6,6,1,1
115,6,51,37,24,0,5
115,7,2,25,25,1,1
116,0,27,32,36,0,3
116,1,17,38,36,0,18
116,2,18,28,39,0,3
116,3,36,33,39,0,2
116,4,25,5,56,0,6
116,5,35,62,56,0,3
116,6,41,56,56,1,1
116,7,39,10,10,1,1
117,0,43,7,28,0,7
117,1,61,8,28,0,21
117,2,31,50,28,0,12
117,3,21,28,28,1,1
117,4,15,49,56,0,3
117,5,33,29,28,0,4
117,6,56,28,28,1,1
117,7,32,3,3,1,1
118,0,60,59,53,0,3
118,1,17,60,53,0,6
118,2,53,41,21,0,15
118,3,10,0,21,0,5
118,4,30,21,21,1,1
118,5,9,22,53,0,3
118,6,21,29,53,0,2
118,7,13,53,53,1,1
119,0,16,32,6,0,11
119,1,58,28,6,0,8
119,2,61,6,6,1,1
119,3,1,6,42,0,2
119,4,39,42,42,1,1
119,5,50,1,42,0,5
119,6,44,42,42,1,1
119,7,45,6,6,1,1
120,0,14,50,51,0,2
120,1,22,18,51,0,2
120,2,51,44,55,0,2
120,3,7,21,36,0,7
120,4,42,40,36,0,6
120,5,36,55,17,0,2
120,6,8,17,17,1,1
120,7,30,51,18,0,3
121,0,37,55,31,0,12
121,1,21,63,56,0,8
121,2,51,56,31,0,2
121,3,46,31,31,1,1
121,4,56,41,23,0,2
121,5,23,1,33,0,3
121,6,45,43,33,0,2
121,7,50,33,33,1,1
122,0,0,17,31,0,2
122,1,45,29,31,0,6
122,2,44,47,31,0,8
122,3,16,38,53,0,4
122,4,49,35,28,0,5
122,5,11,33,42,0,5
122,6,42,28,28,1,1
122,7,31,53,53,1,1
123,0,17,58,29,0,13
123,1,31,29,29,1,1
123,2,55,26,2,0,6
123,3,2,19,59,0,3
123,4,52,59,59,1,1
123,5,36,29,24,0,3
123,6,24,38,20,0,2
123,7,3,20,20,1,1
124,0,53,21,46,0,2
124,1,12,60,2,0,12
124,2,17,7,2,0,3
124,3,15,42,2,0,9
124,4,59,2,2,1,1
